Unnamed: 0,Length,SentCount,Start,VerbRatio,NounRatio,ContentRatio,Redundancy,IDF,TTR,Entropy,ICR,ParentOverlap,MethodOverlap,RepoOverlap,PathOverlap,CodeOverlap,SemanticSim
0,6,1,NOUN,0.1666666666666666,0.5,0.6666666666666666,0.1615291684865951,5.95951111807939,1.0,2.584962500721156,4.0,0.0,0.4999999999166666,0.0,0.0,0.6666666665555555,0.7242304120517755
1,18,2,VERB,0.1111111111111111,0.4444444444444444,0.6111111111111112,0.1592492014169693,5.214050416577331,0.8333333333333334,3.836591668108978,1.2777777777777777,0.0,0.0666666666622222,0.0,0.0666666666622222,0.2666666666488889,0.5615026792103719
2,5,1,VERB,0.4,0.4,0.8,0.0997115448117256,4.838225721311284,1.0,2.321928094887362,6.0,0.0,0.59999999988,0.0,0.19999999996,0.79999999984,0.6322130144137167
3,4,1,VERB,0.25,0.5,0.75,0.1765832751989364,5.597120204351127,1.0,2.0,3.0,0.0,0.2499999999375,0.0,0.0,0.2499999999375,0.6640327156061993
4,4,1,VERB,0.5,0.5,1.0,0.1639384925365448,6.765538930578829,1.0,2.0,3.25,0.0,0.2499999999375,0.0,0.0,0.2499999999375,0.5722508368521532
5,9,1,VERB,0.1111111111111111,0.5555555555555556,0.7777777777777778,0.0844430923461914,6.376505778030758,1.0,3.169925001442312,1.3333333333333333,0.0,0.3333333332962963,0.0,0.0,0.3333333332962963,0.721787978149168
6,5,1,VERB,0.2,0.6,0.8,0.0955951735377311,5.295824891259138,1.0,2.321928094887362,2.2,0.0,0.39999999992,0.0,0.0,0.59999999988,0.6366938870115086
7,4,1,VERB,0.25,0.5,0.75,0.0156148225069046,5.51713284846026,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.316303182343762
8,5,1,VERB,0.2,0.4,0.6,0.0090772053226828,5.773238702611459,1.0,2.321928094887362,5.0,0.0,0.0,0.0,0.0,0.19999999996,0.4598178367469217
9,5,1,VERB,0.2,0.4,0.6,-0.0296358447521924,5.773238702611459,1.0,2.321928094887362,2.4,0.0,0.19999999996,0.0,0.0,0.19999999996,0.5000040025349846
10,6,1,VERB,0.0,0.5,0.6666666666666666,0.0757275596261024,5.344915555535991,1.0,2.584962500721156,2.0,0.1666666666388888,0.3333333332777777,0.0,0.0,0.4999999999166666,0.6178401449937041
11,4,1,VERB,0.0,0.5,0.75,0.1388060301542282,5.204975646222749,1.0,2.0,3.25,0.0,0.0,0.0,0.0,0.7499999998125,0.779178583601675
12,27,2,DET,0.2592592592592592,0.2222222222222222,0.5185185185185185,0.1290224939584732,5.974726434785096,0.8888888888888888,4.532665279941249,3.2962962962962963,0.0,0.0833333333298611,0.0416666666649305,0.0,0.3333333333194444,0.553036235289914
13,12,1,VERB,0.1666666666666666,0.3333333333333333,0.5,0.1551626026630401,4.568052497603226,0.9166666666666666,3.418295834054489,0.6666666666666666,0.0909090909008264,0.0,0.0,0.0909090909008264,0.0,0.4182189682486266
