Unnamed: 0,Length,SentCount,Start,VerbRatio,NounRatio,ContentRatio,Redundancy,IDF,TTR,Entropy,ICR,ParentOverlap,MethodOverlap,RepoOverlap,PathOverlap,CodeOverlap,SemanticSim
0,13,1,VERB,0.0769230769230769,0.3076923076923077,0.5384615384615384,0.2106722295284271,4.0922639063908814,0.9230769230769232,3.5465935642949384,2.230769230769231,0.0,0.3333333333055555,0.0,0.0,0.4999999999583333,0.814335009209737
1,6,1,ADJ,0.0,0.3333333333333333,0.5,0.1847355812788009,4.318887971808237,1.0,2.584962500721156,2.0,0.0,0.3333333332777777,0.0,0.0,0.3333333332777777,0.7386180039826429
2,8,1,VERB,0.25,0.25,0.625,0.1380229443311691,4.57194075416188,1.0,3.0,2.5,0.0,0.0,0.0,0.0,0.24999999996875,0.5282006258952122
3,4,1,VERB,0.25,0.5,0.75,0.2634120285511017,5.371951399816577,1.0,2.0,3.5,0.0,0.2499999999375,0.0,0.0,0.2499999999375,0.4218189397564441
4,5,2,NOUN,0.0,0.8,0.8,0.3230186402797699,6.721362949349127,1.0,2.321928094887362,2.8,0.0,0.0,0.0,0.0,0.39999999992,0.7031149674762485
5,5,2,NOUN,0.0,0.8,0.8,0.332006424665451,6.721362949349127,1.0,2.321928094887362,2.8,0.0,0.0,0.0,0.0,0.39999999992,0.6855466155973945
6,5,2,NOUN,0.0,0.8,0.8,0.3386805355548858,6.721362949349127,1.0,2.321928094887362,2.8,0.0,0.0,0.0,0.0,0.39999999992,0.7189793697737781
7,5,2,NOUN,0.0,0.6,0.8,0.2653953731060028,6.538104802974296,1.0,2.321928094887362,2.6,0.0,0.19999999996,0.0,0.0,0.59999999988,0.6760360655450061
8,5,2,NOUN,0.2,0.6,0.8,0.2153888195753097,5.791525535068153,1.0,2.321928094887362,2.8,0.0,0.19999999996,0.0,0.0,0.59999999988,0.7308875637444376
9,5,2,VERB,0.2,0.4,0.8,0.1405125111341476,7.993692407969869,1.0,2.321928094887362,2.6,0.0,0.0,0.0,0.0,0.0,0.5990158065587368
10,5,2,VERB,0.2,0.6,0.8,0.1878640055656433,7.993692407969869,1.0,2.321928094887362,2.6,0.0,0.0,0.0,0.0,0.0,0.6934915207180339
11,5,2,VERB,0.2,0.4,0.8,0.201911985874176,7.912599386348236,1.0,2.321928094887362,3.2,0.0,0.0,0.0,0.0,0.0,0.759787336252234
12,5,2,VERB,0.2,0.6,0.8,0.2022389322519302,7.993692407969869,1.0,2.321928094887362,3.6,0.0,0.0,0.0,0.0,0.0,0.7902681475126575
13,5,1,VERB,0.4,0.4,0.8,0.0750507488846778,5.6052934442226405,1.0,2.321928094887362,3.4,0.0,0.19999999996,0.0,0.0,0.39999999992,0.6859802870844051
14,4,1,VERB,0.25,0.5,0.75,0.019748568534851,5.500879665261683,1.0,2.0,6.25,0.0,0.2499999999375,0.0,0.0,0.2499999999375,0.5739593517676372
15,27,3,NOUN,0.1851851851851851,0.4444444444444444,0.6666666666666666,0.1186281591653823,6.1702481266929325,0.8148148148148148,4.32859953904025,0.8518518518518519,0.0,0.0454545454524793,0.0,0.0909090909049586,0.136363636357438,0.4970234133956115
16,4,1,VERB,0.25,0.75,1.0,0.0002875104546546,4.0226389864972045,1.0,2.0,3.25,0.0,0.0,0.0,0.0,0.2499999999375,0.602570865149104
17,5,2,VERB,0.4,0.4,0.8,0.1608387678861618,6.679842880170097,1.0,2.321928094887362,4.4,0.0,0.19999999996,0.0,0.0,0.19999999996,0.6334688610809805
18,14,1,VERB,0.1428571428571428,0.3571428571428571,0.5,0.0626033022999763,5.586722459297781,1.0,3.8073549220576055,3.4285714285714284,0.1428571428469387,0.1428571428469387,0.0,0.1428571428469387,0.4999999999642857,0.6412857227744458
19,3,1,VERB,0.3333333333333333,0.6666666666666666,1.0,-0.0268747806549072,5.19082059582191,1.0,1.584962500721156,11.0,0.0,0.3333333332222222,0.0,0.0,0.3333333332222222,0.7034281349129367
20,3,1,VERB,0.3333333333333333,0.6666666666666666,1.0,-0.0213040355592966,5.930785054871554,1.0,1.584962500721156,7.333333333333333,0.0,0.3333333332222222,0.0,0.0,0.3333333332222222,0.7179379895254308
21,5,1,VERB,0.2,0.8,1.0,0.0574525818228721,5.119410093953807,1.0,2.321928094887362,3.0,0.0,0.39999999992,0.0,0.0,0.39999999992,0.7699838528207386
22,3,1,VERB,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.1701585054397583,7.394458454061532,1.0,1.584962500721156,15.666666666666666,0.0,0.3333333332222222,0.0,0.0,0.6666666664444444,0.4722963537072277
23,4,1,VERB,0.25,0.25,0.75,-0.1143054738640785,6.42667572145144,1.0,2.0,10.25,0.0,0.499999999875,0.0,0.0,0.7499999998125,0.6466466373451206
24,4,1,VERB,0.25,0.5,1.0,0.1686513423919677,6.730662940678026,1.0,2.0,9.5,0.2499999999375,0.7499999998125,0.0,0.0,0.99999999975,0.5531263415574185
25,5,1,VERB,0.2,0.4,0.8,0.0765985772013664,6.378934154050754,1.0,2.321928094887362,8.2,0.19999999996,0.39999999992,0.0,0.0,0.79999999984,0.6122703654645326
26,5,1,VERB,0.2,0.6,1.0,0.2198903560638427,7.966733006666229,1.0,2.321928094887362,9.2,0.19999999996,0.59999999988,0.0,0.0,0.79999999984,0.6162344252704303
27,3,1,VERB,0.3333333333333333,0.6666666666666666,1.0,0.2960585653781891,7.663550388104043,1.0,1.584962500721156,18.666666666666668,0.3333333332222222,0.6666666664444444,0.0,0.0,0.9999999996666666,0.437493026153269
28,6,1,VERB,0.1666666666666666,0.3333333333333333,0.6666666666666666,0.0140669690445065,5.76633597811729,1.0,2.584962500721156,4.166666666666667,0.1666666666388888,0.3333333332777777,0.0,0.0,0.6666666665555555,0.5783493529477539
29,4,1,VERB,0.25,0.25,0.5,-0.0391908213496208,5.143281305720686,1.0,2.0,12.25,0.0,0.0,0.0,0.0,0.2499999999375,0.625811190447923
