Unnamed: 0,Length,SentCount,Start,VerbRatio,NounRatio,ContentRatio,Redundancy,IDF,TTR,Entropy,ICR,ParentOverlap,MethodOverlap,RepoOverlap,PathOverlap,CodeOverlap,SemanticSim
0,4,1,VERB,0.25,0.25,0.75,0.0276672597974538,4.635216969920313,1.0,2.0,6.5,0.0,0.499999999875,0.0,0.0,0.499999999875,0.7608878024929212
1,5,1,VERB,0.4,0.4,0.8,0.17176254093647,5.529543686029406,1.0,2.321928094887362,4.0,0.0,0.19999999996,0.0,0.0,0.59999999988,0.7311464064283543
2,10,1,PROPN,0.1,0.5,0.8,0.1904515922069549,5.366311597693624,1.0,3.321928094887362,3.2,0.0,0.19999999998,0.0,0.0,0.59999999994,0.7360684840379916
3,7,1,VERB,0.2857142857142857,0.4285714285714285,0.7142857142857143,-0.0064984280616045,5.010467119197571,1.0,2.807354922057604,5.571428571428571,0.1428571428367347,0.2857142856734694,0.0,0.1428571428367347,0.2857142856734694,0.5633227985284948
4,3,1,VERB,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.1435569524765014,3.997619280125091,1.0,1.584962500721156,8.0,0.0,0.6666666664444444,0.0,0.0,0.6666666664444444,0.7414708417531174
5,7,1,VERB,0.1428571428571428,0.4285714285714285,0.5714285714285714,0.1220335364341735,4.443793694883427,1.0,2.807354922057604,3.857142857142857,0.1428571428367347,0.2857142856734694,0.0,0.1428571428367347,0.4285714285102041,0.6733219917548495
6,7,1,VERB,0.0,0.5714285714285714,0.5714285714285714,0.1546110659837722,5.2168301548871865,1.0,2.807354922057604,3.2857142857142856,0.0,0.0,0.0,0.0,0.0,0.682278046085747
7,7,1,VERB,0.1428571428571428,0.2857142857142857,0.5714285714285714,0.0532088093459606,3.707929373256533,0.8571428571428571,2.5216406363433186,1.1428571428571428,0.1666666666388888,0.3333333332777777,0.0,0.1666666666388888,0.3333333332777777,0.6103909653353139
8,13,1,VERB,0.2307692307692307,0.3846153846153846,0.6153846153846154,0.1528872996568679,6.2069455855276106,0.8461538461538461,3.3927474104487847,1.0,0.0,0.0909090909008264,0.0,0.0,0.2727272727024793,0.5295575265033119
9,3,1,VERB,0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.0300481654703617,5.73800477691081,1.0,1.584962500721156,3.6666666666666665,0.3333333332222222,0.3333333332222222,0.0,0.3333333332222222,0.3333333332222222,0.4519147604404647
10,7,1,VERB,0.1428571428571428,0.2857142857142857,0.5714285714285714,0.119311548769474,3.900342867625236,0.8571428571428571,2.5216406363433186,2.142857142857143,0.1666666666388888,0.1666666666388888,0.0,0.1666666666388888,0.4999999999166666,0.6473158883554162
11,7,1,VERB,0.1428571428571428,0.4285714285714285,0.5714285714285714,0.2096052765846252,4.675462976475862,1.0,2.807354922057604,1.4285714285714286,0.1428571428367347,0.1428571428367347,0.0,0.1428571428367347,0.2857142856734694,0.7117253704040213
12,5,1,VERB,0.2,0.4,0.6,-0.0131966276094317,4.521957941608103,1.0,2.321928094887362,4.6,0.19999999996,0.39999999992,0.0,0.19999999996,0.59999999988,0.814934850745644
13,25,2,VERB,0.12,0.28,0.52,0.120385006070137,5.120163983478489,0.76,4.103465189601645,0.72,0.0526315789445983,0.157894736833795,0.0,0.0526315789445983,0.31578947366759,0.6136936600325781
14,25,1,SCONJ,0.04,0.36,0.44,0.1706192791461944,3.786303659669695,0.64,3.7492750707107128,1.28,0.0,0.0,0.0,0.0,0.1249999999921875,0.1512001127762105
15,12,1,PRON,0.3333333333333333,0.1666666666666666,0.5,0.2012626528739929,5.269774229916487,0.9166666666666666,3.418295834054489,1.0833333333333333,0.0,0.0909090909008264,0.0,0.0,0.2727272727024793,0.7378424612455531
16,9,2,VERB,0.2222222222222222,0.3333333333333333,0.6666666666666666,0.1340923309326172,5.059607158282336,1.0,3.169925001442312,2.4444444444444446,0.0,0.1111111110987654,0.0,0.0,0.3333333332962963,0.4510412012206135
