Unnamed: 0,Length,SentCount,Start,VerbRatio,NounRatio,ContentRatio,Redundancy,IDF,TTR,Entropy,ICR,ParentOverlap,MethodOverlap,RepoOverlap,PathOverlap,CodeOverlap,SemanticSim
0,31,1,VERB,0.1612903225806451,0.3870967741935484,0.5806451612903226,0.140018805861473,4.687941196495898,0.8387096774193549,4.607264455478377,0.6774193548387096,0.0,0.0769230769201183,0.0,0.0,0.3076923076804734,0.6692257495258033
1,24,2,VERB,0.0833333333333333,0.5,0.6666666666666666,0.1220012232661247,6.012212063487993,0.8333333333333334,4.220175521464345,0.9583333333333334,0.0,0.0499999999975,0.0,0.0,0.1499999999925,0.4397759705693215
2,13,1,VERB,0.1538461538461538,0.3076923076923077,0.6153846153846154,0.1480292975902557,5.60485895918246,1.0,3.7004397181410926,0.6153846153846154,0.0,0.0,0.0,0.0,0.0769230769171597,0.2394376356350289
3,31,2,VERB,0.2903225806451613,0.2258064516129032,0.5806451612903226,0.0861105546355247,5.2398570269325,0.935483870967742,4.800812842575152,1.6129032258064515,0.0,0.0,0.0,0.0,0.3793103448145065,0.7361576396689419
4,23,1,VERB,0.1304347826086956,0.391304347826087,0.6521739130434783,0.1638797223567962,4.928781497939701,0.6956521739130435,3.849223912390625,0.8695652173913043,0.0,0.1249999999921875,0.0,0.0,0.1874999999882812,0.5671728138940665
5,43,2,VERB,0.1162790697674418,0.2790697674418604,0.5116279069767442,0.161889374256134,5.0266383701038,0.7441860465116279,4.813136197106742,1.2790697674418603,0.0,0.0312499999990234,0.0,0.0,0.1874999999941406,0.6305264459708134
6,8,1,VERB,0.125,0.5,0.625,0.1058110743761062,5.115418489596596,1.0,3.0,5.375,0.0,0.124999999984375,0.0,0.0,0.24999999996875,0.5755156051804546
7,18,2,VERB,0.1111111111111111,0.3333333333333333,0.5555555555555556,0.0973058491945266,5.857527025972714,0.8888888888888888,3.94770277922009,1.1111111111111112,0.0,0.1249999999921875,0.0,0.0,0.249999999984375,0.7042455382448853
8,18,2,VERB,0.1111111111111111,0.3333333333333333,0.5555555555555556,0.0888169482350349,5.802401822273648,0.8888888888888888,3.94770277922009,1.1111111111111112,0.0,0.1249999999921875,0.0,0.0,0.249999999984375,0.6808803986403638
9,32,3,VERB,0.15625,0.40625,0.59375,0.1354051083326339,5.467699592233455,0.78125,4.538909765557392,0.90625,0.0,0.0799999999968,0.0,0.0,0.3199999999872,0.7002177646348282
10,12,3,VERB,0.1666666666666666,0.4166666666666667,0.75,0.1117258071899414,5.6690687229261485,0.75,3.084962500721156,3.75,0.0,0.0,0.0,0.0,0.4444444443950617,0.4032152615133627
11,12,1,VERB,0.25,0.3333333333333333,0.6666666666666666,0.0648582577705383,6.360203291345715,1.0,3.584962500721156,5.666666666666667,0.0,0.0833333333263888,0.0,0.0,0.3333333333055555,0.4712859595464303
12,25,2,SCONJ,0.12,0.4,0.56,0.0767261311411857,6.1520118300546445,0.88,4.403856189774722,1.72,0.0,0.0,0.0,0.0,0.272727272714876,0.6364922925701615
13,7,1,VERB,0.4285714285714285,0.1428571428571428,0.7142857142857143,0.0557473786175251,5.926624788632826,1.0,2.807354922057604,1.8571428571428568,0.0,0.2857142856734694,0.0,0.0,0.4285714285102041,0.7118476096387629
14,8,1,VERB,0.125,0.5,0.625,0.1324119865894317,5.620414893907502,1.0,3.0,4.25,0.0,0.0,0.0,0.0,0.4999999999375,0.6556126644727183
15,26,3,VERB,0.1538461538461538,0.5384615384615384,0.7692307692307693,0.1106567755341529,6.603181643248542,0.8076923076923077,4.315824333525707,0.2692307692307692,0.0,0.04761904761678,0.0,0.0,0.1428571428503401,0.6754463203737419
16,4,1,NOUN,0.0,0.75,0.75,0.274953544139862,6.554497110063637,1.0,2.0,24.0,0.0,0.2499999999375,0.0,0.0,0.499999999875,0.7089991901390246
17,10,1,VERB,0.1,0.3,0.5,0.1622384935617447,5.601143008885105,1.0,3.321928094887362,4.6,0.0,0.19999999998,0.0,0.0,0.49999999995,0.5274022502983878
18,6,1,VERB,0.1666666666666666,0.5,0.8333333333333334,0.1807456910610199,7.2819111822849,1.0,2.584962500721156,3.5,0.0,0.4999999999166666,0.0,0.0,0.4999999999166666,0.6008371720925191
19,6,1,VERB,0.1666666666666666,0.3333333333333333,0.8333333333333334,0.1620406657457351,6.647467433989846,1.0,2.584962500721156,4.5,0.0,0.0,0.0,0.0,0.4999999999166666,0.3820246876951311
